Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
RAB9A		1	1	<0.1%	No
ADIPOQ		1	1	<0.1%	No
PPT2		1	1	<0.1%	No
COX5A		1	1	<0.1%	No
RECQL4		1	1	<0.1%	Yes
ZRANB2		1	1	<0.1%	No
MED17		1	1	<0.1%	No
ITM2B		1	1	<0.1%	No
GGPS1		1	1	<0.1%	No
HOMER3		1	1	<0.1%	No
HOMER2		1	1	<0.1%	No
PCYT1B		1	1	<0.1%	No
EIF4E2		1	1	<0.1%	No
STX8		2	1	<0.1%	No
PSMF1		1	1	<0.1%	No
AKAP5		1	1	<0.1%	No
RPH3AL		1	1	<0.1%	No
PMPCB		1	1	<0.1%	No
LITAF		1	1	<0.1%	No
NPEPPS		1	1	<0.1%	No
VPS4B		1	1	<0.1%	No
BAG5		1	1	<0.1%	No
GMFG		1	1	<0.1%	No
CIR1		1	1	<0.1%	No
H2AFY		1	1	<0.1%	No
GDF3		1	1	<0.1%	No
MAD2L1BP		1	1	<0.1%	No
IER2		1	1	<0.1%	No
RNF7		1	1	<0.1%	No
TCL1B		1	1	<0.1%	Yes
GUCA1C		1	1	<0.1%	No
MTFR1		2	1	<0.1%	No
SLC25A44		1	1	<0.1%	No
BZW1		1	1	<0.1%	No
NOS1AP		1	1	<0.1%	No
LAPTM4A		1	1	<0.1%	No
TBKBP1		1	1	<0.1%	No
SUSD6		1	1	<0.1%	No
PCLAF		1	1	<0.1%	No
EIF4A3		1	1	<0.1%	No
PHYHIP		1	1	<0.1%	No
SPOCK2		1	1	<0.1%	No
IP6K1		1	1	<0.1%	No
NUP58		1	1	<0.1%	No
TRIM14		1	1	<0.1%	No
GINS1		1	1	<0.1%	No
MFAP3L		1	1	<0.1%	No
ZC3H11A		1	1	<0.1%	No
RBM8A		1	1	<0.1%	No
AMMECR1		1	1	<0.1%	No
USP3		1	1	<0.1%	No
FGF19		1	1	<0.1%	Yes
TNFSF15		1	1	<0.1%	No
NR1H4		1	1	<0.1%	No
AKT3		1	1	<0.1%	Yes
NR2E3		1	1	<0.1%	No
ZBTB33		1	1	<0.1%	No
PDCD6IP		1	1	<0.1%	No
BCL2L10		1	1	<0.1%	No
FRAT1		1	1	<0.1%	No
MED16		1	1	<0.1%	No
DNAJB6		1	1	<0.1%	No
SLC17A4		1	1	<0.1%	No
RWDD2B		1	1	<0.1%	No
SNUPN		1	1	<0.1%	No
GPC6		1	1	<0.1%	No
HHLA1		1	1	<0.1%	No
KCNK7		1	1	<0.1%	No
ARPC5		1	1	<0.1%	No
ARPC4		1	1	<0.1%	No
ARPC3		1	1	<0.1%	No
ARPC1B		1	1	<0.1%	No
NUBP2		1	1	<0.1%	No
PPIF		1	1	<0.1%	No
CTDSP2		1	1	<0.1%	No
ARL4A		1	1	<0.1%	No
DNAL4		1	1	<0.1%	No
ARFRP1		1	1	<0.1%	Yes
CLEC3A		1	1	<0.1%	No
G3BP1		1	1	<0.1%	No
LPAR6		1	1	<0.1%	No
DHRS9		1	1	<0.1%	No
LHFPL2		1	1	<0.1%	No
PSME3		1	1	<0.1%	No
TRIM13		1	1	<0.1%	No
PSMD14		1	1	<0.1%	No
GDF11		2	1	<0.1%	No
TRIB1		1	1	<0.1%	No
ZNF443		1	1	<0.1%	No
STX6		1	1	<0.1%	No
SPRY2		1	1	<0.1%	No
STAM2		1	1	<0.1%	No
IRX5		1	1	<0.1%	No
RAMP1		1	1	<0.1%	No
FSTL3		1	1	<0.1%	Yes
SIGMAR1		1	1	<0.1%	No
BCAS2		1	1	<0.1%	No
KATNB1		1	1	<0.1%	No
VPS26C		1	1	<0.1%	No
TCIRG1		1	1	<0.1%	No
SIRPB1		1	1	<0.1%	No
CNPY2		1	1	<0.1%	No
CLEC4M		1	1	<0.1%	No
WARS2		1	1	<0.1%	No
NPM3		1	1	<0.1%	No
KLF2		1	1	<0.1%	Yes
CACNG2		1	1	<0.1%	No
TUBA1B		1	1	<0.1%	No
CEPT1		1	1	<0.1%	No
MYL9		1	1	<0.1%	No
CD2BP2		1	1	<0.1%	No
EMG1		1	1	<0.1%	No
TIMM17A		1	1	<0.1%	No
FAM3C		1	1	<0.1%	No
TAB1		1	1	<0.1%	No
MAD2L2		1	1	<0.1%	Yes
SLC30A9		1	1	<0.1%	No
TRIM38		1	1	<0.1%	No
SLC25A17		1	1	<0.1%	No
SLC9A6		1	1	<0.1%	No
VAT1		1	1	<0.1%	No
SEMA6B		1	1	<0.1%	No
SEMA4B		1	1	<0.1%	No
CIB1		1	1	<0.1%	No
ZNRD2		1	1	<0.1%	No
BATF		1	1	<0.1%	No
PRDX4		1	1	<0.1%	No
ARL6IP5		1	1	<0.1%	No
AGPAT2		1	1	<0.1%	No
SLC35A1		1	1	<0.1%	No
SLC19A2		1	1	<0.1%	No
CXCL13		1	1	<0.1%	No
RABAC1		1	1	<0.1%	No
CCT7		1	1	<0.1%	No
GNLY		1	1	<0.1%	No
SCGN		1	1	<0.1%	No
PAIP1		1	1	<0.1%	No
PAICS		1	1	<0.1%	No
STAMBP		1	1	<0.1%	No
POLR3F		1	1	<0.1%	No
POLR3G		1	1	<0.1%	No
RGS14		1	1	<0.1%	No
LEFTY1		1	1	<0.1%	No
IGF2BP2		1	1	<0.1%	No
SCGB1D2		1	1	<0.1%	No
SPINT2		1	1	<0.1%	No
LBX1		1	1	<0.1%	No
CGRRF1		1	1	<0.1%	No
GNB5		1	1	<0.1%	No
EBP		1	1	<0.1%	No
FUT9		1	1	<0.1%	No
RFPL2		1	1	<0.1%	No
RAI2		1	1	<0.1%	No
CAPN9		1	1	<0.1%	No
GIPC1		1	1	<0.1%	No
HBS1L		1	1	<0.1%	No
ZBTB6		1	1	<0.1%	No
POP4		1	1	<0.1%	No
ENTR1		1	1	<0.1%	No
CPLX2		1	1	<0.1%	No
CPLX1		1	1	<0.1%	No
ZNF275		1	1	<0.1%	No
CYP46A1		1	1	<0.1%	No
TSPAN9		1	1	<0.1%	No
HCST		1	1	<0.1%	No
CD300C		1	1	<0.1%	No
ACTL7A		1	1	<0.1%	No
C1QL1		1	1	<0.1%	No
RAB10		1	1	<0.1%	No
LYVE1		1	1	<0.1%	No
YIF1A		1	1	<0.1%	No
DHRS4		1	1	<0.1%	No
BLCAP		1	1	<0.1%	No
TXNL4A		1	1	<0.1%	No
UTS2		1	1	<0.1%	No
GADD45G		1	1	<0.1%	No
MAGED2		1	1	<0.1%	No
COPS8		2	1	<0.1%	No
SPIN1		1	1	<0.1%	No
MORF4L1		1	1	<0.1%	No
PRDX3		1	1	<0.1%	No
MSL3		1	1	<0.1%	No
C11ORF58		1	1	<0.1%	No
SF3A3		1	1	<0.1%	No
AP3M2		1	1	<0.1%	No
SEC61B		1	1	<0.1%	No
TMED2		1	1	<0.1%	No
EBNA1BP2		1	1	<0.1%	No
TMED10		1	1	<0.1%	No
SDS		1	1	<0.1%	No
LILRB4		1	1	<0.1%	No
KDELR3		1	1	<0.1%	No
IFT27		1	1	<0.1%	No
RAB35		1	1	<0.1%	Yes
RBPMS		1	1	<0.1%	No
DUS4L		1	1	<0.1%	No
UBE2C		1	1	<0.1%	No
DUSP14		1	1	<0.1%	No
KRR1		1	1	<0.1%	No
PRDM4		1	1	<0.1%	No
FGFR1OP		1	1	<0.1%	Yes
BTN2A1		1	1	<0.1%	No
PKIG		1	1	<0.1%	No
DMC1		1	1	<0.1%	No
PLAAT3		1	1	<0.1%	No
GLMN		1	1	<0.1%	No
HHLA2		1	1	<0.1%	No
BVES		1	1	<0.1%	No
WDR45		1	1	<0.1%	No
AP4S1		1	1	<0.1%	No
ERG28		1	1	<0.1%	No
FSTL1		1	1	<0.1%	No
PSIP1		1	1	<0.1%	Yes
FAM107A		1	1	<0.1%	No
STRAP		2	1	<0.1%	No
WIF1		1	1	<0.1%	Yes
ANXA10		1	1	<0.1%	No
POLI		1	1	<0.1%	No
POLG2		1	1	<0.1%	No
PDCD10		1	1	<0.1%	No
RNF139		1	1	<0.1%	No
RNF24		1	1	<0.1%	No
GPR176		1	1	<0.1%	No
NXPH3		1	1	<0.1%	No
GPR45		2	1	<0.1%	No
DUSP12		1	1	<0.1%	No
SNF8		1	1	<0.1%	No
KLF12		1	1	<0.1%	No
VPS45		1	1	<0.1%	No
CD300A		1	1	<0.1%	No
FKBP9		1	1	<0.1%	No
GABARAP		1	1	<0.1%	No
MTF2		1	1	<0.1%	No
COBLL1		1	1	<0.1%	No
RNF44		1	1	<0.1%	No
PPM1E		1	1	<0.1%	No
CPEB3		1	1	<0.1%	No
MLXIP		1	1	<0.1%	No
UBOX5		1	1	<0.1%	No
SACM1L		1	1	<0.1%	No
RALY		1	1	<0.1%	No
MSRB2		1	1	<0.1%	No
SEPHS1		1	1	<0.1%	No
RAB18		1	1	<0.1%	No
SIRT2		1	1	<0.1%	No
P2RX2		1	1	<0.1%	No
TCF25		1	1	<0.1%	No
ERP44		1	1	<0.1%	No
CDK19		1	1	<0.1%	No
MRPS27		1	1	<0.1%	No
FRMD4B		1	1	<0.1%	No
SEPTIN6		1	1	<0.1%	Yes
WDR43		1	1	<0.1%	No
METAP1		1	1	<0.1%	No
RCOR1		1	1	<0.1%	No
ATG4B		1	1	<0.1%	No
PLEKHM2		2	1	<0.1%	No
RRS1		1	1	<0.1%	No
DDHD2		1	1	<0.1%	No
TSPYL4		1	1	<0.1%	No
MGRN1		1	1	<0.1%	No
WASHC4		1	1	<0.1%	No
SUN1		1	1	<0.1%	No
SIRT4		1	1	<0.1%	No
NCS1		1	1	<0.1%	No
MLYCD		1	1	<0.1%	No
NOMO1		1	1	<0.1%	No
ITGB3BP		1	1	<0.1%	No
TMED3		1	1	<0.1%	No
SLC7A8		1	1	<0.1%	No
RHOQ		1	1	<0.1%	No
LINC01565		1	1	<0.1%	No
CBX7		1	1	<0.1%	No
HAAO		1	1	<0.1%	No
KCTD2		1	1	<0.1%	No
SUZ12		1	1	<0.1%	Yes
ADAT1		1	1	<0.1%	No
SLC16A8		1	1	<0.1%	No
SEC14L2		1	1	<0.1%	No
MAPK8IP2		1	1	<0.1%	No
DNPEP		1	1	<0.1%	No
RASD2		1	1	<0.1%	No
CDK20		1	1	<0.1%	No
TSPAN15		2	1	<0.1%	No
PIGN		1	1	<0.1%	No
WBP1		1	1	<0.1%	No
CLDN14		1	1	<0.1%	No
DDAH2		1	1	<0.1%	No
ARL2BP		1	1	<0.1%	No
TMEM50A		1	1	<0.1%	No
DDX58		4	1	<0.1%	No
CARHSP1		1	1	<0.1%	No
LEMD3		1	1	<0.1%	No
HEBP2		1	1	<0.1%	No
ACOT9		1	1	<0.1%	No
PHLDA3		1	1	<0.1%	No
CBLC		1	1	<0.1%	Yes
SPO11		1	1	<0.1%	No
KCNE5		1	1	<0.1%	No
KPNA6		1	1	<0.1%	No
SSBP2		1	1	<0.1%	No
PPP1R15A		1	1	<0.1%	No
PLD3		1	1	<0.1%	No
SSBP3		1	1	<0.1%	No
STX12		1	1	<0.1%	No
BHMT2		1	1	<0.1%	No
SDF2L1		1	1	<0.1%	No
PITPNB		1	1	<0.1%	No
PISD		1	1	<0.1%	No
MAFF		1	1	<0.1%	No
HYPM		1	1	<0.1%	No
SPDEF		1	1	<0.1%	No
RHBDD3		1	1	<0.1%	No
KLK5		1	1	<0.1%	No
PRDX5		1	1	<0.1%	No
TXN2		1	1	<0.1%	No
RAB26		1	1	<0.1%	No
METTL7A		1	1	<0.1%	No
YIPF3		1	1	<0.1%	No
DCAF12		1	1	<0.1%	No
BRMS1		1	1	<0.1%	No
ABHD14A		1	1	<0.1%	No
SUMF2		1	1	<0.1%	No
SPEF1		1	1	<0.1%	No
CNRIP1		1	1	<0.1%	No
SOSTDC1		1	1	<0.1%	No
NIPSNAP3A		1	1	<0.1%	No
ZNF385A		1	1	<0.1%	No
PNKD		1	1	<0.1%	No
EGFL6		1	1	<0.1%	No
CHMP2B		1	1	<0.1%	No
DHRS7B		1	1	<0.1%	No
TMEM98		1	1	<0.1%	No
IPCEF1		1	1	<0.1%	No
LRRTM2		1	1	<0.1%	No
FAM169A		1	1	<0.1%	No
TBC1D29P		1	1	<0.1%	No
CCDC9		1	1	<0.1%	No
LRIT1		1	1	<0.1%	No
WSB1		1	1	<0.1%	No
LDLRAP1		1	1	<0.1%	No
TCTN3		1	1	<0.1%	No
KIF1BP		1	1	<0.1%	No
RIBC2		1	1	<0.1%	No
SENP3		1	1	<0.1%	No
OR1J4		1	1	<0.1%	No
ARL5A		1	1	<0.1%	No
PHGDH		1	1	<0.1%	No
OPTC		1	1	<0.1%	No
CABYR		1	1	<0.1%	No
NKX2-8		1	1	<0.1%	No
FBXW8		1	1	<0.1%	No
FBXO9		1	1	<0.1%	No
FBXO6		1	1	<0.1%	No
TINF2		1	1	<0.1%	No
FGF21		1	1	<0.1%	No
GAPDHS		1	1	<0.1%	No
OR10A3		1	1	<0.1%	No
PLEK2		1	1	<0.1%	No
CNNM3		1	1	<0.1%	No
CHIC2		1	1	<0.1%	Yes
TIMM13		1	1	<0.1%	No
OR10G3		1	1	<0.1%	No
OR10G2		1	1	<0.1%	No
OR10H1		1	1	<0.1%	No
OR8B2		1	1	<0.1%	No
TBL2		1	1	<0.1%	No
VCX		1	1	<0.1%	No
OR4E2		1	1	<0.1%	No
OR4D1		1	1	<0.1%	No
OR2H1		1	1	<0.1%	No
OR1L1		1	1	<0.1%	No
OR1J2		1	1	<0.1%	No
SH3YL1		1	1	<0.1%	No
SNORD32A		1	1	<0.1%	No
COPG2		1	1	<0.1%	No
HBP1		1	1	<0.1%	No
ATP2C1		2	1	<0.1%	No
NOX1		1	1	<0.1%	No
PPA2		1	1	<0.1%	No
CLUL1		1	1	<0.1%	No
CACYBP		1	1	<0.1%	No
FAM155B		1	1	<0.1%	No
CPNE7		1	1	<0.1%	No
CHIA		1	1	<0.1%	No
SIGLEC8		1	1	<0.1%	No
OXGR1		1	1	<0.1%	No
COQ2		1	1	<0.1%	No
SIT1		1	1	<0.1%	No
ERLEC1		1	1	<0.1%	No
LSM3		1	1	<0.1%	No
VENTX		1	1	<0.1%	No
RND1		1	1	<0.1%	No
DHDH		1	1	<0.1%	No
PGAP2		1	1	<0.1%	No
KCNMB4		1	1	<0.1%	No
STK39		1	1	<0.1%	No
TOR1B		1	1	<0.1%	No
APOBEC3C		1	1	<0.1%	No
MAT2B		1	1	<0.1%	No
NKIRAS1		1	1	<0.1%	No
TMEM176B		1	1	<0.1%	No
DCPS		1	1	<0.1%	No
C19ORF53		1	1	<0.1%	No
TMEM14A		1	1	<0.1%	No
FLVCR1		1	1	<0.1%	No
GTPBP8		1	1	<0.1%	No
MRPL22		1	1	<0.1%	No
RANGRF		1	1	<0.1%	No
DNAJC15		1	1	<0.1%	No
SCG3		1	1	<0.1%	No
PYCARD		1	1	<0.1%	No
TAGLN3		1	1	<0.1%	No
LGALS13		1	1	<0.1%	No
RACGAP1		1	1	<0.1%	No
BLNK		1	1	<0.1%	No
PACSIN3		1	1	<0.1%	No
TMOD2		1	1	<0.1%	No
NCAPH2		1	1	<0.1%	No
ZDHHC1		1	1	<0.1%	No
GRHL1		1	1	<0.1%	No
CNOT7		1	1	<0.1%	No
PSMC3IP		1	1	<0.1%	No
GPSM2		1	1	<0.1%	No
CCDC106		1	1	<0.1%	No
GPR171		1	1	<0.1%	No
IL19		1	1	<0.1%	No
UBQLN2		1	1	<0.1%	No
SLC39A2		1	1	<0.1%	No
OBP2B		1	1	<0.1%	No
TBX21		1	1	<0.1%	No
SH3KBP1		1	1	<0.1%	No
PLA2G2E		1	1	<0.1%	No
ST6GALNAC6		1	1	<0.1%	No
ZNRD1		1	1	<0.1%	No
SOCS7		1	1	<0.1%	No
EHD2		1	1	<0.1%	No
CTAG2		1	1	<0.1%	No
CDR2L		1	1	<0.1%	No
TAX1BP3		1	1	<0.1%	No
G0S2		1	1	<0.1%	No
MINK1		2	1	<0.1%	No
SYCP3		1	1	<0.1%	No
IL20		1	1	<0.1%	No
CYHR1		1	1	<0.1%	No
KCNK4		1	1	<0.1%	No
AK3		1	1	<0.1%	No
HDGFL3		1	1	<0.1%	No
COPS7A		1	1	<0.1%	No
TAS2R4		1	1	<0.1%	No
TAS2R9		1	1	<0.1%	No
TAS2R8		1	1	<0.1%	No
TAS2R13		1	1	<0.1%	No
TAS2R14		1	1	<0.1%	No
SNHG32		1	1	<0.1%	No
HEBP1		1	1	<0.1%	No
TPRKB		1	1	<0.1%	No
DERL2		1	1	<0.1%	No
FAHD2A		1	1	<0.1%	No
EXOSC1		1	1	<0.1%	No
TMED7		1	1	<0.1%	No
ISOC1		1	1	<0.1%	No
WASHC3		1	1	<0.1%	No
MRPS16		1	1	<0.1%	No
BOLA1		1	1	<0.1%	No
VPS36		1	1	<0.1%	No
ZNF593		1	1	<0.1%	No
PI15		1	1	<0.1%	No
LAP3		1	1	<0.1%	No
ATL1		1	1	<0.1%	No
MRPL4		1	1	<0.1%	No
THAP4		1	1	<0.1%	No
NDUFA13		1	1	<0.1%	No
POLR1D		1	1	<0.1%	No
GAL		1	1	<0.1%	No
TNNI3K		1	1	<0.1%	No
YBX2		1	1	<0.1%	No
SCCPDH		1	1	<0.1%	No
IFT52		1	1	<0.1%	No
MECR		1	1	<0.1%	No
ZDHHC9		1	1	<0.1%	No
UTP11		1	1	<0.1%	No
SBDS		1	1	<0.1%	Yes
PHF11		1	1	<0.1%	No
INSIG2		1	1	<0.1%	No
DYNC1LI1		1	1	<0.1%	No
ING4		1	1	<0.1%	No
SDF4		1	1	<0.1%	No
MRTO4		1	1	<0.1%	No
ZNF580		1	1	<0.1%	No
C3ORF18		1	1	<0.1%	No
EGFL7		1	1	<0.1%	Yes
DBR1		1	1	<0.1%	No
DCTN4		1	1	<0.1%	No
SS18L2		1	1	<0.1%	No
HERC5		1	1	<0.1%	No
CLDN18		1	1	<0.1%	No
COPZ2		1	1	<0.1%	No
PIGP		1	1	<0.1%	No
VRK3		1	1	<0.1%	No
DRICH1		1	1	<0.1%	No
SHISA5		1	1	<0.1%	No
PAIP2		1	1	<0.1%	No
CDKL3		1	1	<0.1%	No
DNAJC27		1	1	<0.1%	No
C1RL		1	1	<0.1%	No
CEND1		1	1	<0.1%	No
ERGIC2		1	1	<0.1%	No
CD320		1	1	<0.1%	No
SLC15A3		1	1	<0.1%	No
FKBP11		1	1	<0.1%	No
GASK1B		1	1	<0.1%	No
KRCC1		1	1	<0.1%	No
PHF21A		1	1	<0.1%	No
MEX3C		1	1	<0.1%	No
AMZ2		1	1	<0.1%	No
NGRN		1	1	<0.1%	No
MS4A4A		1	1	<0.1%	No
CRNKL1		1	1	<0.1%	No
MBTPS2		1	1	<0.1%	No
CDC40		1	1	<0.1%	No
POP5		1	1	<0.1%	No
TEX264		1	1	<0.1%	No
AIG1		1	1	<0.1%	No
SNX9		1	1	<0.1%	No
SCARA3		1	1	<0.1%	No
FAM8A1		1	1	<0.1%	No
VGLL1		1	1	<0.1%	No
IP6K2		1	1	<0.1%	No
PCYOX1		1	1	<0.1%	No
PRRX2		1	1	<0.1%	No
UBE2J1		1	1	<0.1%	No
SPOUT1		1	1	<0.1%	No
HACD3		1	1	<0.1%	No
TRIAP1		1	1	<0.1%	No
HIKESHI		1	1	<0.1%	No
CHMP5		1	1	<0.1%	No
TMEM138		1	1	<0.1%	No
JKAMP		1	1	<0.1%	No
PHF7		1	1	<0.1%	No
ZNF581		1	1	<0.1%	No
SIRT7		1	1	<0.1%	No
CINP		1	1	<0.1%	No
PEX5L		1	1	<0.1%	No
MBIP		1	1	<0.1%	No
FAM49B		1	1	<0.1%	No
LARP7		1	1	<0.1%	No
CUTA		1	1	<0.1%	No
TRMT6		1	1	<0.1%	No
GET4		1	1	<0.1%	No
SF3B6		1	1	<0.1%	No
MRPL48		1	1	<0.1%	No
YPEL5		1	1	<0.1%	Yes
PTRH2		1	1	<0.1%	No
CDK5RAP1		1	1	<0.1%	No
STYXL1		1	1	<0.1%	No
GINS2		1	1	<0.1%	No
HSPB11		1	1	<0.1%	No
TRAPPC2L		1	1	<0.1%	No
NLK		1	1	<0.1%	No
CMPK1		1	1	<0.1%	No
UPB1		1	1	<0.1%	No
CD244		1	1	<0.1%	No
ERAP1		1	1	<0.1%	No
RAB8B		1	1	<0.1%	No
INPP5K		1	1	<0.1%	No
CALML5		1	1	<0.1%	No
CPXCR1		1	1	<0.1%	No
SPA17		1	1	<0.1%	No
IL17D		1	1	<0.1%	No
CHIC1		1	1	<0.1%	No
STX18		2	1	<0.1%	No
IL20RA		1	1	<0.1%	No
TRIM34		1	1	<0.1%	No
RAB24		1	1	<0.1%	No
DCUN1D1		1	1	<0.1%	Yes
CYCS		1	1	<0.1%	No
TREM2		1	1	<0.1%	No
GPR85		1	1	<0.1%	No
GNG2		1	1	<0.1%	No
GDAP1		1	1	<0.1%	No
SOX18		1	1	<0.1%	No
SLC38A2		2	1	<0.1%	No
TAF7L		1	1	<0.1%	No
NLE1		1	1	<0.1%	No
PIMREG		1	1	<0.1%	No
OTULINL		1	1	<0.1%	No
TMX3		1	1	<0.1%	No
ZDHHC13		1	1	<0.1%	No
MIER2		1	1	<0.1%	No
TOMM7		1	1	<0.1%	No
CRCT1		1	1	<0.1%	No
GNL3L		1	1	<0.1%	No
SPATA6		1	1	<0.1%	No
EGLN1		1	1	<0.1%	No
TMEM106B		1	1	<0.1%	No
ZNHIT6		1	1	<0.1%	No
MANSC1		1	1	<0.1%	No
RRN3		1	1	<0.1%	No
SLC6A20		1	1	<0.1%	No
FBLIM1		1	1	<0.1%	No
FNDC8		1	1	<0.1%	No
GRAMD1C		1	1	<0.1%	No
ROPN1		1	1	<0.1%	No
BTG4		1	1	<0.1%	No
DIRAS2		1	1	<0.1%	No
NSMCE4A		1	1	<0.1%	No
MBTD1		1	1	<0.1%	No
TRIT1		1	1	<0.1%	No
AHI1		1	1	<0.1%	No
GIPC2		1	1	<0.1%	No
QPCTL		1	1	<0.1%	No
NDE1		1	1	<0.1%	No
ERCC6L		1	1	<0.1%	No
ASPN		1	1	<0.1%	No
NUP62CL		1	1	<0.1%	No
SYTL2		1	1	<0.1%	No
ARHGEF38		1	1	<0.1%	No
FBXL12		1	1	<0.1%	No
ANKRD49		1	1	<0.1%	No
WDR55		1	1	<0.1%	No
FAM83E		1	1	<0.1%	No
TENT5C		1	1	<0.1%	Yes
PPP1R14D		1	1	<0.1%	No
TMEM104		1	1	<0.1%	No
FNBP1L		1	1	<0.1%	No
CDKAL1		2	1	<0.1%	No
RPP25		1	1	<0.1%	No
CMTM6		1	1	<0.1%	No
ADPRHL2		1	1	<0.1%	No
COMMD4		1	1	<0.1%	No
OCIAD1		1	1	<0.1%	No
DNAJC28		1	1	<0.1%	No
TRNAU1AP		1	1	<0.1%	No
C1ORF109		1	1	<0.1%	No
TXNL4B		1	1	<0.1%	No
TMEM160		1	1	<0.1%	No
ODAM		1	1	<0.1%	No
GEMIN8		1	1	<0.1%	No
TMEM70		1	1	<0.1%	No
HPF1		1	1	<0.1%	No
C20ORF27		1	1	<0.1%	No
SLC25A38		1	1	<0.1%	No
PINX1		1	1	<0.1%	No
TTC22		1	1	<0.1%	No
PAK1IP1		1	1	<0.1%	No
FAM118A		1	1	<0.1%	No
HERC6		1	1	<0.1%	No
MCUB		1	1	<0.1%	No
TTC38		1	1	<0.1%	No
VPS37C		1	1	<0.1%	No
MRPL20		1	1	<0.1%	No
C9ORF40		1	1	<0.1%	No
MED9		1	1	<0.1%	No
TMEM51		1	1	<0.1%	No
EBLN2		1	1	<0.1%	No
WRAP53		1	1	<0.1%	No
CDCA8		1	1	<0.1%	No
RBM23		1	1	<0.1%	No
UBR7		1	1	<0.1%	No
TMEM33		1	1	<0.1%	No
SHQ1		1	1	<0.1%	Yes
CEP55		1	1	<0.1%	No
CENPQ		1	1	<0.1%	No
MRPS18A		1	1	<0.1%	No
PRMT6		1	1	<0.1%	No
SLC25A36		1	1	<0.1%	No
RIC8B		1	1	<0.1%	No
RPRD1A		1	1	<0.1%	No
EXD2		1	1	<0.1%	No
LRRC20		1	1	<0.1%	No
SLC38A7		1	1	<0.1%	No
CCDC25		1	1	<0.1%	No
ELP2		1	1	<0.1%	Yes
ECHDC2		1	1	<0.1%	No
TMEM100		1	1	<0.1%	No
QRSL1		1	1	<0.1%	No
ZNF654		1	1	<0.1%	No
TMEM140		1	1	<0.1%	No
BRF2		1	1	<0.1%	No
TBC1D19		1	1	<0.1%	No
RNF121		1	1	<0.1%	No
PI4K2B		1	1	<0.1%	No
GIMAP4		1	1	<0.1%	No
DDX19A		1	1	<0.1%	No
ZNF444		1	1	<0.1%	No
CPPED1		1	1	<0.1%	No
TMEM144		1	1	<0.1%	No
SLC29A3		1	1	<0.1%	No
LARP6		1	1	<0.1%	No
UFSP2		1	1	<0.1%	No
ACER3		1	1	<0.1%	No
SYNJ2BP		1	1	<0.1%	No
PLCXD1		1	1	<0.1%	No
TCP11L1		1	1	<0.1%	No
SIRPG		1	1	<0.1%	No
AP1AR		2	1	<0.1%	No
DNAJA4		1	1	<0.1%	No
PARL		1	1	<0.1%	No
ETNK1		1	1	<0.1%	Yes
H2AFY2		1	1	<0.1%	No
BATF3		1	1	<0.1%	No
FOXRED1		1	1	<0.1%	No
NAGK		1	1	<0.1%	No
OTUD5		1	1	<0.1%	No
ZCCHC8		1	1	<0.1%	No
RNPC3		1	1	<0.1%	No
TENT5A		1	1	<0.1%	No
ANKRD10		1	1	<0.1%	No
FERMT1		1	1	<0.1%	No
STAP2		1	1	<0.1%	No
ZDHHC7		1	1	<0.1%	No
SLC39A4		1	1	<0.1%	No
G2E3		1	1	<0.1%	No
FLVCR2		1	1	<0.1%	No
OSGEP		1	1	<0.1%	No
LYAR		1	1	<0.1%	No
NHP2		2	1	<0.1%	No
BCAS4		1	1	<0.1%	No
RNF126		1	1	<0.1%	No
HIF1AN		1	1	<0.1%	No
CDC37L1		1	1	<0.1%	No
LIMS2		1	1	<0.1%	No
RUFY2		1	1	<0.1%	No
MREG		1	1	<0.1%	No
NECAP2		1	1	<0.1%	No
FAR2		1	1	<0.1%	No
LMBR1L		1	1	<0.1%	No
NAXD		1	1	<0.1%	No
PRR11		2	1	<0.1%	No
TBC1D23		1	1	<0.1%	No
METTL2B		1	1	<0.1%	No
SCN3B		1	1	<0.1%	No
LRP2BP		1	1	<0.1%	No
SPATA7		1	1	<0.1%	No
UTP6		1	1	<0.1%	No
PAG1		1	1	<0.1%	Yes
PECR		1	1	<0.1%	No
EAF2		1	1	<0.1%	No
PPP2R2D		1	1	<0.1%	No
ITFG2		1	1	<0.1%	No
PSENEN		1	1	<0.1%	No
ZC3H15		1	1	<0.1%	No
TMEM165		1	1	<0.1%	No
BEX1		1	1	<0.1%	No
ACTR10		1	1	<0.1%	No
TMEM126B		1	1	<0.1%	No
RNF114		1	1	<0.1%	No
ZC4H2		1	1	<0.1%	No
BIN3		1	1	<0.1%	No
LANCL2		1	1	<0.1%	No
CTTNBP2NL		1	1	<0.1%	No
KLHL9		1	1	<0.1%	No
NDUFA12		1	1	<0.1%	No
NXF5		1	1	<0.1%	No
TEX13B		1	1	<0.1%	No
TEX12		1	1	<0.1%	No
MRAP		1	1	<0.1%	No
METTL3		1	1	<0.1%	No
CHST7		1	1	<0.1%	No
ERO1B		1	1	<0.1%	No
DIABLO		1	1	<0.1%	No
ASAH2		1	1	<0.1%	No
EIF5A2		1	1	<0.1%	No
TMPRSS4		1	1	<0.1%	No
TRIM39		1	1	<0.1%	No
KCNK12		1	1	<0.1%	No
MUC13		1	1	<0.1%	No
SUCNR1		1	1	<0.1%	No
NRIP3		1	1	<0.1%	No
ASCL3		1	1	<0.1%	No
SLC2A4RG		1	1	<0.1%	No
