Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
SLC4A11		1	1	0.2%	No
REG4		1	1	0.2%	No
B3GNT5		1	1	0.2%	No
WDR54		1	1	0.2%	No
HDHD2		2	1	0.2%	No
SLC10A7		1	1	0.2%	No
ARMC2		1	1	0.2%	No
HORMAD1		1	1	0.2%	No
ANKRD27		1	1	0.2%	No
C4ORF17		1	1	0.2%	No
PCGF6		1	1	0.2%	No
WDR75		1	1	0.2%	No
ACAD11		1	1	0.2%	No
CEP78		1	1	0.2%	No
FAM161A		1	1	0.2%	No
C19ORF44		1	1	0.2%	No
SLA2		1	1	0.2%	No
ZNF541		1	1	0.2%	No
TMEM117		1	1	0.2%	No
ZMYND15		1	1	0.2%	No
TRAF7		1	1	0.2%	Yes
MAF1		1	1	0.2%	No
RHBDD1		1	1	0.2%	No
ZCCHC9		1	1	0.2%	No
GARNL3		1	1	0.2%	No
CAMKK1		1	1	0.2%	No
DCUN1D5		1	1	0.2%	No
TCHP		1	1	0.2%	No
HAGHL		1	1	0.2%	No
ALKBH7		1	1	0.2%	No
C9ORF64		1	1	0.2%	No
CARD19		1	1	0.2%	No
POLDIP3		1	1	0.2%	No
NOA1		1	1	0.2%	No
COQ5		1	1	0.2%	No
DNAJC30		1	1	0.2%	No
MFSD14C		1	1	0.2%	No
PRADC1		1	1	0.2%	No
ZDHHC16		1	1	0.2%	No
EFCAB2		1	1	0.2%	No
WDR83		1	1	0.2%	No
PRXL2A		1	1	0.2%	No
UTP23		1	1	0.2%	No
MIEN1		1	1	0.2%	No
DDI2		1	1	0.2%	No
NUDT22		1	1	0.2%	No
PDCD2L		1	1	0.2%	No
CCDC115		1	1	0.2%	No
CCDC77		1	1	0.2%	No
CMSS1		1	1	0.2%	No
METTL26		1	1	0.2%	No
HVCN1		1	1	0.2%	No
MCRIP2		1	1	0.2%	No
DYDC2		1	1	0.2%	No
GFM2		1	1	0.2%	No
ARFGAP2		1	1	0.2%	No
HOOK3		1	1	0.2%	Yes
ECRG4		1	1	0.2%	No
PROK1		1	1	0.2%	No
ZNF528		1	1	0.2%	No
MSANTD4		1	1	0.2%	No
RAB11FIP4		1	1	0.2%	No
LZTS2		1	1	0.2%	No
ABLIM2		1	1	0.2%	No
ZNF333		1	1	0.2%	No
L3MBTL3		1	1	0.2%	No
PHYHIPL		1	1	0.2%	No
ZMAT1		1	1	0.2%	No
NKX6-2		1	1	0.2%	No
PLPP5		1	1	0.2%	No
HOPX		1	1	0.2%	No
LINC01547		1	1	0.2%	No
MAK16		1	1	0.2%	No
PARD6G		1	1	0.2%	No
GNPTG		1	1	0.2%	No
KRTAP4-4		1	1	0.2%	No
TUBB6		1	1	0.2%	No
NT5C1A		1	1	0.2%	No
ZGPAT		1	1	0.2%	No
GPR174		1	1	0.2%	No
C22ORF23		1	1	0.2%	No
PLA2G12B		1	1	0.2%	No
EBPL		1	1	0.2%	No
SPZ1		1	1	0.2%	No
GLIS2		1	1	0.2%	No
HES7		1	1	0.2%	No
ZNF347		1	1	0.2%	No
DSCR8		1	1	0.2%	No
SLC9A7		1	1	0.2%	No
MCEE		1	1	0.2%	No
CREB3L3		1	1	0.2%	No
LNX1		1	1	0.2%	No
HDGFL2		1	1	0.2%	No
PSRC1		1	1	0.2%	No
SPSB2		1	1	0.2%	No
CBX2		1	1	0.2%	No
FAM220A		1	1	0.2%	No
PERM1		1	1	0.2%	No
BUD13		1	1	0.2%	No
PLCD4		1	1	0.2%	No
ABHD14B		1	1	0.2%	No
RAX2		1	1	0.2%	No
RIOX2		1	1	0.2%	No
ZC3H10		1	1	0.2%	No
RPUSD4		1	1	0.2%	No
ZDHHC12		1	1	0.2%	No
SLC7A3		1	1	0.2%	No
ZSCAN10		1	1	0.2%	No
POMGNT2		1	1	0.2%	No
FBH1		1	1	0.2%	No
PLXDC2		1	1	0.2%	No
NFATC2IP		1	1	0.2%	No
CEP89		1	1	0.2%	No
SLC35B4		1	1	0.2%	No
ZNF587		1	1	0.2%	No
FIZ1		1	1	0.2%	No
ZNF566		1	1	0.2%	No
MASTL		1	1	0.2%	No
C8ORF76		1	1	0.2%	No
ZNRF1		1	1	0.2%	No
PWWP3A		1	1	0.2%	No
MPND		1	1	0.2%	No
FBXL20		1	1	0.2%	No
LSM10		1	1	0.2%	No
TOX2		2	1	0.2%	No
MFSD5		1	1	0.2%	No
PPP1R16A		1	1	0.2%	No
PHYKPL		1	1	0.2%	No
TMEM128		1	1	0.2%	No
CFAP300		1	1	0.2%	No
TMEM241		1	1	0.2%	No
KRTAP9-4		1	1	0.2%	No
KRTAP4-5		1	1	0.2%	No
KRTAP4-2		1	1	0.2%	No
PAQR8		1	1	0.2%	No
LGALS12		1	1	0.2%	No
KRTAP4-16		1	1	0.2%	No
TRIM5		1	1	0.2%	No
ZCCHC3		1	1	0.2%	No
ALG2		1	1	0.2%	No
STRIP1		1	1	0.2%	No
KIAA1671		1	1	0.2%	No
SLC22A16		1	1	0.2%	No
RHPN2		1	1	0.2%	No
ZCRB1		1	1	0.2%	No
CABS1		1	1	0.2%	No
ZFHX2		1	1	0.2%	No
TSPYL5		1	1	0.2%	No
LBX2		1	1	0.2%	No
GFM1		1	1	0.2%	No
SCIN		1	1	0.2%	No
DNAJC5B		1	1	0.2%	No
MBD3L1		1	1	0.2%	No
PNPT1		1	1	0.2%	No
TRIM4		1	1	0.2%	No
SERPINB12		1	1	0.2%	No
HPS4		1	1	0.2%	No
LMLN		1	1	0.2%	No
PPP1R3F		1	1	0.2%	No
ARHGAP11B		1	1	0.2%	No
FCHSD1		1	1	0.2%	No
SLC25A21		1	1	0.2%	No
TPD52L3		1	1	0.2%	No
SAPCD2		1	1	0.2%	No
KIR3DX1		1	1	0.2%	No
SYT8		1	1	0.2%	No
UBE3D		1	1	0.2%	No
TMEM250		1	1	0.2%	No
BTBD6		1	1	0.2%	No
KLHL13		1	1	0.2%	No
TGIF2LX		1	1	0.2%	No
ZNF616		1	1	0.2%	No
ZNF468		1	1	0.2%	No
FER1L5		1	1	0.2%	No
FAM110B		1	1	0.2%	No
TMEM41A		1	1	0.2%	No
IFT20		1	1	0.2%	No
CCDC32		1	1	0.2%	No
LRRC46		1	1	0.2%	No
SCRN2		1	1	0.2%	No
MLIP		1	1	0.2%	No
MCU		1	1	0.2%	No
TIMM29		1	1	0.2%	No
N4BP2L1		1	1	0.2%	No
TBL1Y		1	1	0.2%	No
PIP4P1		1	1	0.2%	No
IL33		1	1	0.2%	No
KIFC2		1	1	0.2%	No
CREB3L1		1	1	0.2%	Yes
CERS5		1	1	0.2%	No
DPP9		1	1	0.2%	No
CCDC149		1	1	0.2%	No
CCDC34		1	1	0.2%	No
TMEM67		1	1	0.2%	No
MSANTD3		1	1	0.2%	No
LMF2		1	1	0.2%	No
SESTD1		1	1	0.2%	No
ISX		1	1	0.2%	No
COL23A1		1	1	0.2%	No
PCED1B		1	1	0.2%	No
UBXN11		1	1	0.2%	No
RPS19BP1		1	1	0.2%	No
SLFN11		1	1	0.2%	Yes
CHURC1		1	1	0.2%	No
DEPDC7		1	1	0.2%	No
TDRD12		1	1	0.2%	No
ATPAF2		1	1	0.2%	No
ZNF765		1	1	0.2%	No
CHMP7		1	1	0.2%	No
MARVELD3		1	1	0.2%	No
C11ORF52		1	1	0.2%	No
LINC00923		1	1	0.2%	No
ZNF300		1	1	0.2%	No
MYOZ3		1	1	0.2%	No
TPGS1		1	1	0.2%	No
GGTLC1		1	1	0.2%	No
RIPPLY1		1	1	0.2%	No
MTDH		1	1	0.2%	No
RCSD1		1	1	0.2%	No
ZNF461		1	1	0.2%	No
METTL18		1	1	0.2%	No
GORAB		1	1	0.2%	No
C1ORF105		1	1	0.2%	No
MRRF		1	1	0.2%	No
ATXN3L		1	1	0.2%	No
ASB16		1	1	0.2%	No
DTD1		1	1	0.2%	No
TMEM169		1	1	0.2%	No
TMEM183A		1	1	0.2%	No
SLC38A5		1	1	0.2%	No
CENPBD1		1	1	0.2%	No
CCDC102A		1	1	0.2%	No
MARS2		1	1	0.2%	No
PEX11G		1	1	0.2%	No
MARCH9		1	1	0.2%	No
DMKN		1	1	0.2%	No
TMEM44		1	1	0.2%	No
C1ORF158		1	1	0.2%	No
SP140L		1	1	0.2%	No
OPALIN		1	1	0.2%	No
MYL10		1	1	0.2%	No
ZNF670		1	1	0.2%	No
MAPK1IP1L		1	1	0.2%	No
TPTE2		1	1	0.2%	No
SDR42E1		1	1	0.2%	No
ZFAND4		1	1	0.2%	No
TBCK		1	1	0.2%	No
MYOCD		1	1	0.2%	No
GCNA		2	1	0.2%	No
ACTR8		1	1	0.2%	No
CLEC6A		1	1	0.2%	No
ZNF101		1	1	0.2%	No
LENG9		1	1	0.2%	No
SFXN5		1	1	0.2%	No
ORMDL3		1	1	0.2%	No
SYTL3		1	1	0.2%	No
ARHGAP12		1	1	0.2%	No
TP53INP1		1	1	0.2%	No
TGS1		1	1	0.2%	No
PRRT2		1	1	0.2%	No
ERI2		1	1	0.2%	No
SNX18		1	1	0.2%	No
FAM71E1		1	1	0.2%	No
STX1B		1	1	0.2%	No
FDX2		1	1	0.2%	No
HOGA1		1	1	0.2%	No
NACC1		1	1	0.2%	No
CDCA5		1	1	0.2%	No
ADAT3		1	1	0.2%	No
KIF12		1	1	0.2%	No
TMEM106A		1	1	0.2%	No
TEX261		1	1	0.2%	No
SMIM12		1	1	0.2%	No
AZIN2		1	1	0.2%	No
TUBA3D		1	1	0.2%	No
CMTM1		1	1	0.2%	No
SDSL		1	1	0.2%	No
KLHDC7B		1	1	0.2%	No
DTX2		1	1	0.2%	No
ZIM3		1	1	0.2%	No
B3GALT5-AS1		1	1	0.2%	No
BUD23		1	1	0.2%	No
TRIM9		1	1	0.2%	No
PALM2		1	1	0.2%	No
CYGB		1	1	0.2%	No
MYSM1		1	1	0.2%	No
SLAMF6		1	1	0.2%	No
OSBPL6		1	1	0.2%	No
OSBPL9		1	1	0.2%	No
C1QTNF7		1	1	0.2%	No
CGAS		1	1	0.2%	No
HAUS1		1	1	0.2%	No
DDIT4L		1	1	0.2%	No
ZNF689		1	1	0.2%	No
FCHO2		1	1	0.2%	No
ZNF501		1	1	0.2%	No
TENT5B		1	1	0.2%	No
SLC5A11		1	1	0.2%	No
TNFRSF13C		1	1	0.2%	No
ARL11		1	1	0.2%	No
FANCD2OS		1	1	0.2%	No
RAB3C		1	1	0.2%	No
NXNL1		1	1	0.2%	No
CTHRC1		1	1	0.2%	No
TSR3		1	1	0.2%	No
ZNF653		1	1	0.2%	No
LYSMD3		1	1	0.2%	No
ZNF526		1	1	0.2%	No
KLHDC3		1	1	0.2%	No
WDR92		1	1	0.2%	No
CYYR1		1	1	0.2%	No
GINM1		1	1	0.2%	No
PANX3		1	1	0.2%	No
RBP7		1	1	0.2%	No
IL22RA2		1	1	0.2%	No
MAS1L		1	1	0.2%	No
MRGPRE		1	1	0.2%	No
PPP1R27		1	1	0.2%	No
SLC18B1		1	1	0.2%	No
LRG1		1	1	0.2%	No
THEM4		1	1	0.2%	No
CATSPER2		1	1	0.2%	No
DCD		1	1	0.2%	No
SSX2IP		1	1	0.2%	No
PLAAT5		1	1	0.2%	No
IP6K3		1	1	0.2%	No
OLFM3		1	1	0.2%	No
GPR62		1	1	0.2%	No
C10ORF90		1	1	0.2%	No
PSTK		1	1	0.2%	No
ZNF488		1	1	0.2%	No
PIK3AP1		1	1	0.2%	No
MORN4		1	1	0.2%	No
ZFYVE27		1	1	0.2%	No
ANKRD22		1	1	0.2%	No
PDZD8		1	1	0.2%	No
GSTO2		1	1	0.2%	No
PNLIPRP3		1	1	0.2%	No
OR52E2		1	1	0.2%	No
OR51A7		1	1	0.2%	No
OR51S1		1	1	0.2%	No
OR51F2		1	1	0.2%	No
OR52R1		1	1	0.2%	No
C11ORF74		1	1	0.2%	No
OR4C46		1	1	0.2%	No
OR52K2		1	1	0.2%	No
OR5P2		1	1	0.2%	No
PIH1D2		1	1	0.2%	No
JAML		1	1	0.2%	No
ARL14EP		1	1	0.2%	No
OR2D2		1	1	0.2%	No
OR52W1		1	1	0.2%	No
CCDC38		1	1	0.2%	No
OR10AD1		1	1	0.2%	No
OR10A7		1	1	0.2%	No
NEDD1		1	1	0.2%	No
IKBIP		1	1	0.2%	No
FGD4		1	1	0.2%	No
SPIC		1	1	0.2%	No
ALKBH2		1	1	0.2%	No
TEX29		1	1	0.2%	No
CSNK1A1L		1	1	0.2%	No
ANKRD9		1	1	0.2%	No
RNASE8		1	1	0.2%	No
PSMB11		1	1	0.2%	No
OR4K14		1	1	0.2%	No
OR4L1		1	1	0.2%	No
LRR1		1	1	0.2%	No
KLHDC1		1	1	0.2%	No
FRMD6		1	1	0.2%	No
SOCS4		1	1	0.2%	No
NOXRED1		1	1	0.2%	No
ACOT4		1	1	0.2%	No
TC2N		1	1	0.2%	No
DEGS2		1	1	0.2%	No
LEO1		1	1	0.2%	No
MTFMT		1	1	0.2%	No
TARSL2		1	1	0.2%	No
LRRC28		1	1	0.2%	No
TMEM266		1	1	0.2%	No
WHAMM		2	1	0.2%	No
FSD2		1	1	0.2%	No
C16ORF46		1	1	0.2%	No
FOPNL		1	1	0.2%	No
ACSM2A		1	1	0.2%	No
DCUN1D3		1	1	0.2%	No
PAQR4		1	1	0.2%	No
TMEM219		1	1	0.2%	No
TMEM170A		1	1	0.2%	No
METTL23		1	1	0.2%	No
CANT1		1	1	0.2%	Yes
CD300LB		1	1	0.2%	No
KRBA2		1	1	0.2%	No
C17ORF64		1	1	0.2%	No
SPATA32		1	1	0.2%	No
CCDC43		1	1	0.2%	No
B4GALNT2		1	1	0.2%	No
SLC43A2		1	1	0.2%	No
SPNS2		1	1	0.2%	No
MRPL10		1	1	0.2%	No
AFMID		1	1	0.2%	No
KRT222		1	1	0.2%	No
KRT40		1	1	0.2%	No
SLC5A10		1	1	0.2%	No
FAM210A		1	1	0.2%	No
TTC39C		1	1	0.2%	No
ZNF816		1	1	0.2%	No
OR7G1		1	1	0.2%	No
OR1M1		1	1	0.2%	No
JOSD2		1	1	0.2%	No
IZUMO2		1	1	0.2%	No
TMIGD2		1	1	0.2%	No
ZNF57		1	1	0.2%	No
GIPC3		1	1	0.2%	No
OR1I1		1	1	0.2%	No
ZNF792		1	1	0.2%	No
RINL		1	1	0.2%	No
FBXO27		1	1	0.2%	No
C19ORF47		1	1	0.2%	No
OR10H4		1	1	0.2%	No
TDRD10		1	1	0.2%	No
AADACL3		1	1	0.2%	No
PUSL1		1	1	0.2%	No
IFFO2		1	1	0.2%	No
C1ORF194		1	1	0.2%	No
ATP6V1G3		1	1	0.2%	No
TYW3		1	1	0.2%	No
OR10J5		1	1	0.2%	No
TMCO2		1	1	0.2%	No
TCEANC2		1	1	0.2%	No
HMGB4		1	1	0.2%	No
OR2AJ1		1	1	0.2%	No
ZNF648		1	1	0.2%	No
C1ORF131		1	1	0.2%	No
EDARADD		1	1	0.2%	No
DRAM2		1	1	0.2%	No
OR10T2		1	1	0.2%	No
OR6K6		1	1	0.2%	No
OR6N1		1	1	0.2%	No
SIRPD		1	1	0.2%	No
CST9L		1	1	0.2%	No
CST9		1	1	0.2%	No
DUSP15		1	1	0.2%	No
CHMP4B		1	1	0.2%	No
PIGU		1	1	0.2%	No
GAB4		1	1	0.2%	No
TANGO2		1	1	0.2%	No
ZNF280A		1	1	0.2%	No
TMEM150A		1	1	0.2%	No
NUP35		1	1	0.2%	No
NEU4		1	1	0.2%	No
FAM168B		1	1	0.2%	No
OR9A4		1	1	0.2%	No
REG3G		1	1	0.2%	No
CLHC1		1	1	0.2%	No
OSR1		1	1	0.2%	No
FLACC1		1	1	0.2%	No
LYPD6		1	1	0.2%	No
TMEM198		1	1	0.2%	No
M1AP		1	1	0.2%	No
CPNE4		1	1	0.2%	No
CCDC58		1	1	0.2%	No
OTOL1		1	1	0.2%	No
FAM3D		1	1	0.2%	No
CD200R1		1	1	0.2%	No
TMEM42		1	1	0.2%	No
ERICH6		1	1	0.2%	No
TMEM207		1	1	0.2%	No
TAMM41		1	1	0.2%	No
IQCF1		1	1	0.2%	No
PPM1M		1	1	0.2%	No
SNTN		1	1	0.2%	No
C4ORF33		1	1	0.2%	No
TMPRSS11B		1	1	0.2%	No
EMB		3	1	0.2%	No
C5ORF47		1	1	0.2%	No
NADK2		1	1	0.2%	No
UGT3A1		2	1	0.2%	No
CAPSL		1	1	0.2%	No
C5ORF58		1	1	0.2%	No
OR2Y1		1	1	0.2%	No
UBE2QL1		1	1	0.2%	No
GRPEL2		1	1	0.2%	No
POC5		1	1	0.2%	No
GPR151		1	1	0.2%	No
STARD4		1	1	0.2%	No
ACOT12		1	1	0.2%	No
SOWAHA		1	1	0.2%	No
RIPPLY2		1	1	0.2%	No
IRAK1BP1		1	1	0.2%	No
CLVS2		1	1	0.2%	No
TAAR9		1	1	0.2%	No
TAAR1		1	1	0.2%	No
PACRG		1	1	0.2%	No
B3GAT2		1	1	0.2%	No
HUS1B		1	1	0.2%	No
TRIM40		1	1	0.2%	No
LLCFC1		1	1	0.2%	No
OR6B1		1	1	0.2%	No
OR2F2		1	1	0.2%	No
COL26A1		1	1	0.2%	No
PRSS37		1	1	0.2%	No
ASZ1		1	1	0.2%	No
CLDN23		1	1	0.2%	No
NDUFAF6		1	1	0.2%	No
ABRA		1	1	0.2%	No
TMEM71		1	1	0.2%	No
SGCZ		1	1	0.2%	No
C9ORF57		1	1	0.2%	No
ARID3C		1	1	0.2%	Yes
OR13C4		1	1	0.2%	No
OR1L8		1	1	0.2%	No
BEND2		1	1	0.2%	No
PASD1		1	1	0.2%	No
PIH1D3		1	1	0.2%	No
FAM199X		1	1	0.2%	No
HDX		1	1	0.2%	No
FUNDC1		1	1	0.2%	No
PTCHD1		1	1	0.2%	No
UPRT		1	1	0.2%	No
GAB3		1	1	0.2%	No
PNCK		1	1	0.2%	No
PAGE3		1	1	0.2%	No
SPIN4		1	1	0.2%	No
RPS4Y2		1	1	0.2%	No
ASB11		1	1	0.2%	No
TCEAL2		1	1	0.2%	No
NEK7		1	1	0.2%	No
C20ORF96		1	1	0.2%	No
BPIFA2		1	1	0.2%	No
ZBTB46		1	1	0.2%	No
TMEM37		1	1	0.2%	No
ZSWIM3		1	1	0.2%	No
DEFB127		1	1	0.2%	No
DEFB129		1	1	0.2%	No
PABPC5		1	1	0.2%	No
SREK1		1	1	0.2%	No
R3HDML		1	1	0.2%	No
ACSM6		1	1	0.2%	No
SAMD8		3	1	0.2%	No
FRMPD2		1	1	0.2%	No
DYDC1		1	1	0.2%	No
HECTD2		1	1	0.2%	No
FGFBP3		1	1	0.2%	No
CACUL1		1	1	0.2%	No
LDLRAD3		1	1	0.2%	No
OR52B4		1	1	0.2%	No
OR52I2		1	1	0.2%	No
PIWIL4		1	1	0.2%	No
ARHGAP42		1	1	0.2%	No
KBTBD3		1	1	0.2%	No
SPINDOC		1	1	0.2%	No
TMEM86A		1	1	0.2%	No
ALG10B		1	1	0.2%	No
GLIPR1L2		1	1	0.2%	No
ZNF664		1	1	0.2%	No
GLT1D1		1	1	0.2%	No
C12ORF66		1	1	0.2%	No
FBXL14		1	1	0.2%	No
PHETA1		1	1	0.2%	No
LACC1		1	1	0.2%	No
HNRNPA1L2		1	1	0.2%	No
RDH12		1	1	0.2%	No
GSC		1	1	0.2%	No
SERPINA12		1	1	0.2%	No
PTGR2		1	1	0.2%	No
LYSMD4		1	1	0.2%	No
GCOM1		1	1	0.2%	No
NRG4		1	1	0.2%	No
SLC38A8		1	1	0.2%	No
ZFP90		1	1	0.2%	No
BEAN1		1	1	0.2%	No
C16ORF92		1	1	0.2%	No
SLC22A31		1	1	0.2%	No
TMED6		1	1	0.2%	No
ZNF785		1	1	0.2%	No
ZNF688		1	1	0.2%	No
C16ORF89		1	1	0.2%	No
TOM1L2		1	1	0.2%	No
B3GNTL1		1	1	0.2%	No
RBFOX3		1	1	0.2%	No
C17ORF77		1	1	0.2%	No
RTN4RL1		1	1	0.2%	No
EFCAB3		1	1	0.2%	No
SLC47A2		1	1	0.2%	No
SLC35G3		1	1	0.2%	No
CD300LG		1	1	0.2%	No
PROCA1		1	1	0.2%	No
TRIM16L		1	1	0.2%	No
KRT25		1	1	0.2%	No
TMEM99		1	1	0.2%	No
SLC25A52		1	1	0.2%	No
ANKRD29		1	1	0.2%	No
ZNF480		1	1	0.2%	No
ZNF548		1	1	0.2%	No
TMEM190		1	1	0.2%	No
ZNF563		1	1	0.2%	No
ZNF582		1	1	0.2%	No
FAM98C		1	1	0.2%	No
CAPN12		1	1	0.2%	No
DPY19L3		1	1	0.2%	No
TTC9B		1	1	0.2%	No
ZNF714		1	1	0.2%	No
ZNF569		1	1	0.2%	No
SAMD13		1	1	0.2%	No
C1ORF52		1	1	0.2%	No
PHF13		1	1	0.2%	No
TLCD4		1	1	0.2%	No
UBE2U		1	1	0.2%	No
B3GALNT2		1	1	0.2%	No
PM20D1		1	1	0.2%	No
GCSAML		1	1	0.2%	No
KNCN		1	1	0.2%	No
GLIS1		1	1	0.2%	No
LELP1		1	1	0.2%	No
RC3H1		1	1	0.2%	No
DCDC2B		1	1	0.2%	No
CNIH3		1	1	0.2%	No
LRRC71		1	1	0.2%	No
PRNT		1	1	0.2%	No
SIK1		1	1	0.2%	No
UMODL1-AS1		1	1	0.2%	No
AIFM3		1	1	0.2%	No
ENTHD1		1	1	0.2%	No
DNAJB7		2	1	0.2%	No
PHETA2		1	1	0.2%	No
FBXO41		1	1	0.2%	No
GPAT2		1	1	0.2%	No
TCF23		1	1	0.2%	No
PUS10		1	1	0.2%	No
ERFE		1	1	0.2%	No
CCNYL1		1	1	0.2%	No
PPP1R1C		1	1	0.2%	No
CCDC140		1	1	0.2%	No
FAHD2B		1	1	0.2%	No
GDF7		1	1	0.2%	No
SGO1		1	1	0.2%	No
BTLA		1	1	0.2%	Yes
MB21D2		1	1	0.2%	No
PPP4R2		1	1	0.2%	Yes
XXYLT1		1	1	0.2%	No
GLIPR2		1	1	0.2%	No
ROPN1B		1	1	0.2%	No
C3ORF22		1	1	0.2%	No
SPICE1		1	1	0.2%	No
TEX55		1	1	0.2%	No
SH3D19		1	1	0.2%	No
NFXL1		1	1	0.2%	No
PAQR3		1	1	0.2%	No
SHISA3		1	1	0.2%	No
FAM53A		1	1	0.2%	No
TRMT44		1	1	0.2%	No
RASGEF1B		1	1	0.2%	No
SLC25A48		1	1	0.2%	No
MBLAC2		1	1	0.2%	No
SRFBP1		1	1	0.2%	No
ZMAT2		1	1	0.2%	No
ARSK		1	1	0.2%	No
CCDC112		2	1	0.2%	No
PRELID2		1	1	0.2%	No
CNKSR3		1	1	0.2%	No
SLC2A12		1	1	0.2%	No
MBOAT1		1	1	0.2%	No
HDGFL1		1	1	0.2%	No
NKAIN2		1	1	0.2%	No
LINC01600		1	1	0.2%	No
BMT2		1	1	0.2%	No
AMOT		1	1	0.2%	No
METTL27		1	1	0.2%	No
RBM33		1	1	0.2%	No
TMEM65		1	1	0.2%	No
BAALC-AS2		1	1	0.2%	No
TDRP		1	1	0.2%	No
CLVS1		1	1	0.2%	No
SBSPON		1	1	0.2%	No
C9ORF62		1	1	0.2%	No
DOCK8-AS1		1	1	0.2%	No
NXNL2		1	1	0.2%	No
LCN6		1	1	0.2%	No
AK8		1	1	0.2%	No
OR1Q1		1	1	0.2%	No
TTLL11		1	1	0.2%	No
FAM120AOS		1	1	0.2%	No
TSTD2		1	1	0.2%	No
CSAG1		1	1	0.2%	No
MOSPD2		1	1	0.2%	No
CXORF65		1	1	0.2%	No
ZDHHC15		1	1	0.2%	No
TCEAL6		1	1	0.2%	No
FAM122B		1	1	0.2%	No
NKX2-3		1	1	0.2%	No
C11ORF65		1	1	0.2%	No
C11ORF42		1	1	0.2%	No
CLECL1		1	1	0.2%	No
ALDH1L2		1	1	0.2%	No
LMNTD1		1	1	0.2%	No
GRASP		1	1	0.2%	No
SLC5A8		1	1	0.2%	No
CCDC63		1	1	0.2%	No
CCDC60		1	1	0.2%	No
CCDC122		1	1	0.2%	No
STOML3		1	1	0.2%	No
FAM71D		1	1	0.2%	No
TMEM30B		1	1	0.2%	No
NOP9		1	1	0.2%	No
CFAP161		1	1	0.2%	No
DNAAF4		1	1	0.2%	No
PGBD4		1	1	0.2%	No
ADAL		1	1	0.2%	No
RETREG3		1	1	0.2%	No
C18ORF54		1	1	0.2%	No
ELOA3		1	1	0.2%	No
ZNF836		1	1	0.2%	No
ZNF320		1	1	0.2%	No
ZNF497		1	1	0.2%	No
OR7D2		1	1	0.2%	No
ZNF564		1	1	0.2%	No
ZNF114		1	1	0.2%	No
ZNF383		1	1	0.2%	No
ZNF781		1	1	0.2%	No
PRR22		1	1	0.2%	No
SYNE4		1	1	0.2%	No
ZNF676		1	1	0.2%	No
ZNF100		1	1	0.2%	No
CALML6		1	1	0.2%	No
CCDC185		1	1	0.2%	No
CABP7		1	1	0.2%	No
APOBEC3H		1	1	0.2%	No
CCDC138		1	1	0.2%	No
DQX1		1	1	0.2%	No
DNAJB8		1	1	0.2%	No
RNF168		1	1	0.2%	No
SPATA5		1	1	0.2%	No
MIER3		1	1	0.2%	No
CDC20B		1	1	0.2%	No
UGT3A2		1	1	0.2%	No
DCP2		1	1	0.2%	No
NIM1K		1	1	0.2%	No
OLIG3		1	1	0.2%	No
DACT2		1	1	0.2%	No
GIMAP7		1	1	0.2%	No
SLC30A8		1	1	0.2%	No
TMEM64		1	1	0.2%	No
STKLD1		1	1	0.2%	No
ARX		1	1	0.2%	No
FAM170B		1	1	0.2%	No
S100Z		1	1	0.2%	No
PSORS1C1		1	1	0.2%	No
COX7B2		1	1	0.2%	No
GSX2		1	1	0.2%	No
ANKRD24		1	1	0.2%	No
ADAMTS19		1	1	0.2%	No
NLRP6		1	1	0.2%	No
CLYBL		1	1	0.2%	No
FAM9C		1	1	0.2%	No
ABHD3		1	1	0.2%	No
B3GNT6		1	1	0.2%	No
PLPP4		1	1	0.2%	No
OR56B4		1	1	0.2%	No
AMN1		1	1	0.2%	No
MYRFL		1	1	0.2%	No
FAM71C		1	1	0.2%	No
EEF2KMT		1	1	0.2%	No
DCP1B		1	1	0.2%	No
ANO6		1	1	0.2%	No
METTL21C		1	1	0.2%	No
FAM24B		1	1	0.2%	No
CASP16P		1	1	0.2%	No
DZIP1L		1	1	0.2%	No
ZNF627		1	1	0.2%	No
DAND5		1	1	0.2%	No
ZNF585A		1	1	0.2%	No
GGN		1	1	0.2%	No
ADM5		1	1	0.2%	No
LCE4A		1	1	0.2%	No
CYP4Z1		1	1	0.2%	No
FAAP20		1	1	0.2%	No
CDCP2		1	1	0.2%	No
NBPF11		1	1	0.2%	No
NUDT17		1	1	0.2%	No
TCTEX1D1		1	1	0.2%	No
CRTC2		1	1	0.2%	No
FAM209A		1	1	0.2%	No
APOBEC3F		1	1	0.2%	No
KRTCAP3		1	1	0.2%	No
ALG1L		1	1	0.2%	No
KCTD6		1	1	0.2%	No
LIPH		1	1	0.2%	No
ARL13B		1	1	0.2%	No
SLC51A		1	1	0.2%	No
GABRR3		1	1	0.2%	No
DHRS7C		1	1	0.2%	No
TVP23C		1	1	0.2%	No
CENPV		1	1	0.2%	No
PLD6		1	1	0.2%	No
ZNF385C		1	1	0.2%	No
SLC16A13		1	1	0.2%	No
SPEM2		1	1	0.2%	No
TRIM65		1	1	0.2%	No
RDM1		1	1	0.2%	No
SPNS3		1	1	0.2%	No
FBXO15		1	1	0.2%	No
RAB12		1	1	0.2%	No
ZBTB7C		1	1	0.2%	No
ZSCAN4		1	1	0.2%	No
SLC10A4		1	1	0.2%	No
RWDD4		1	1	0.2%	No
LINC01554		1	1	0.2%	No
TRIM39-RPP21		1	1	0.2%	No
